Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo X-' X-s O-Nik X-##ke X-##i O-Index O-of B-dependent-225 B-head-stocks O-jumped O-52 X-##7 X-. X-39 O-points O-to O-close O-at O-34 X-##9 X-##9 X-##6 X-. X-08 O-.
"TREASURY BILLS: Results of the Monday, October 16, 1989, auction of short-term U.S. government bills, sold at a discount from face value in units of $10,000 to $1 million: 7.37% 13 weeks; 7.42% 26 weeks.","O-T X-##RE X-##AS X-##UR X-##Y O-B X-##IL X-##LS O-: O-Results O-of O-the O-Monday O-, O-October O-16 O-, O-1989 O-, O-auction O-of O-short O-- O-term O-U X-. X-S X-. O-government O-bills O-, O-sold O-at O-a O-discount O-from O-face O-value O-in O-units O-of O-$ O-10 X-, X-000 O-to O-$ O-1 O-million O-: O-7 X-. X-37 O-% B-dependent-13 B-head-weeks O-; O-7 X-. X-42 O-% O-26 O-weeks O-."
"TREASURY BILLS: Results of the Monday, October 16, 1989, auction of short-term U.S. government bills, sold at a discount from face value in units of $10,000 to $1 million: 7.37% 13 weeks; 7.42% 26 weeks.","O-T X-##RE X-##AS X-##UR X-##Y O-B X-##IL X-##LS O-: O-Results O-of O-the O-Monday O-, O-October O-16 O-, O-1989 O-, O-auction O-of O-short O-- O-term O-U X-. X-S X-. O-government O-bills O-, O-sold O-at O-a O-discount O-from O-face O-value O-in O-units O-of O-$ O-10 X-, X-000 O-to O-$ O-1 O-million O-: O-7 X-. X-37 O-% O-13 O-weeks O-; B-dependent-7 X-. X-42 B-head-% O-26 O-weeks O-."
"TREASURY BILLS: Results of the Monday, October 16, 1989, auction of short-term U.S. government bills, sold at a discount from face value in units of $10,000 to $1 million: 7.37% 13 weeks; 7.42% 26 weeks.","O-T X-##RE X-##AS X-##UR X-##Y O-B X-##IL X-##LS O-: O-Results O-of O-the O-Monday O-, O-October O-16 O-, O-1989 O-, O-auction O-of O-short O-- O-term O-U X-. X-S X-. O-government O-bills O-, O-sold O-at O-a O-discount O-from O-face O-value O-in O-units O-of O-$ O-10 X-, X-000 O-to O-$ O-1 O-million O-: O-7 X-. X-37 O-% O-13 O-weeks O-; O-7 X-. X-42 O-% B-dependent-26 B-head-weeks O-."
(Freddie Mac): Posted yields on 30-year mortgage commitments for delivery within 30 days.,O-( O-Freddie O-Mac O-) O-: O-Post X-##ed O-yields O-on B-dependent-30 O-- B-head-year O-mortgage O-commitments O-for O-delivery O-within O-30 O-days O-.
(Freddie Mac): Posted yields on 30-year mortgage commitments for delivery within 30 days.,O-( O-Freddie O-Mac O-) O-: O-Post X-##ed O-yields O-on O-30 O-- O-year O-mortgage O-commitments O-for O-delivery O-within B-dependent-30 B-head-days O-.
"9.88%, standard conventional fixed-rate mortgages; 7.875%, 2% rate capped one-year adjustable rate mortgages.","B-dependent-9 X-. X-88 B-head-% O-, O-standard O-conventional O-fixed O-- O-rate O-mortgage X-##s O-; O-7 X-. X-87 X-##5 O-% O-, O-2 O-% O-rate O-capped O-one O-- O-year O-adjust X-##able O-rate O-mortgage X-##s O-."
"9.88%, standard conventional fixed-rate mortgages; 7.875%, 2% rate capped one-year adjustable rate mortgages.","O-9 X-. X-88 O-% O-, O-standard O-conventional O-fixed O-- O-rate O-mortgage X-##s O-; B-dependent-7 X-. X-87 X-##5 B-head-% O-, O-2 O-% O-rate O-capped O-one O-- O-year O-adjust X-##able O-rate O-mortgage X-##s O-."
"9.88%, standard conventional fixed-rate mortgages; 7.875%, 2% rate capped one-year adjustable rate mortgages.","O-9 X-. X-88 O-% O-, O-standard O-conventional O-fixed O-- O-rate O-mortgage X-##s O-; O-7 X-. X-87 X-##5 O-% O-, B-dependent-2 B-head-% O-rate O-capped O-one O-- O-year O-adjust X-##able O-rate O-mortgage X-##s O-."
"9.88%, standard conventional fixed-rate mortgages; 7.875%, 2% rate capped one-year adjustable rate mortgages.","O-9 X-. X-88 O-% O-, O-standard O-conventional O-fixed O-- O-rate O-mortgage X-##s O-; O-7 X-. X-87 X-##5 O-% O-, O-2 O-% O-rate O-capped B-dependent-one O-- B-head-year O-adjust X-##able O-rate O-mortgage X-##s O-."
"(Fannie Mae): Posted yields on 30 year mortgage commitments for delivery within 30 days (priced at par) 9.80%, standard conventional fixed-rate mortgages; 8.70%, 6/2 rate capped one-year adjustable rate mortgages.","O-( O-Fan X-##nie O-Mae O-) O-: O-Post X-##ed O-yields O-on B-dependent-30 B-head-year O-mortgage O-commitments O-for O-delivery O-within O-30 O-days O-( O-priced O-at O-par O-) O-9 X-. X-80 O-% O-, O-standard O-conventional O-fixed O-- O-rate O-mortgage X-##s O-; O-8 X-. X-70 O-% O-, O-6 X-/ X-2 O-rate O-capped O-one O-- O-year O-adjust X-##able O-rate O-mortgage X-##s O-."
"(Fannie Mae): Posted yields on 30 year mortgage commitments for delivery within 30 days (priced at par) 9.80%, standard conventional fixed-rate mortgages; 8.70%, 6/2 rate capped one-year adjustable rate mortgages.","O-( O-Fan X-##nie O-Mae O-) O-: O-Post X-##ed O-yields O-on O-30 O-year O-mortgage O-commitments O-for O-delivery O-within B-dependent-30 B-head-days O-( O-priced O-at O-par O-) O-9 X-. X-80 O-% O-, O-standard O-conventional O-fixed O-- O-rate O-mortgage X-##s O-; O-8 X-. X-70 O-% O-, O-6 X-/ X-2 O-rate O-capped O-one O-- O-year O-adjust X-##able O-rate O-mortgage X-##s O-."
"(Fannie Mae): Posted yields on 30 year mortgage commitments for delivery within 30 days (priced at par) 9.80%, standard conventional fixed-rate mortgages; 8.70%, 6/2 rate capped one-year adjustable rate mortgages.","O-( O-Fan X-##nie O-Mae O-) O-: O-Post X-##ed O-yields O-on O-30 O-year O-mortgage O-commitments O-for O-delivery O-within O-30 O-days O-( O-priced O-at O-par O-) B-dependent-9 X-. X-80 B-head-% O-, O-standard O-conventional O-fixed O-- O-rate O-mortgage X-##s O-; O-8 X-. X-70 O-% O-, O-6 X-/ X-2 O-rate O-capped O-one O-- O-year O-adjust X-##able O-rate O-mortgage X-##s O-."
"(Fannie Mae): Posted yields on 30 year mortgage commitments for delivery within 30 days (priced at par) 9.80%, standard conventional fixed-rate mortgages; 8.70%, 6/2 rate capped one-year adjustable rate mortgages.","O-( O-Fan X-##nie O-Mae O-) O-: O-Post X-##ed O-yields O-on O-30 O-year O-mortgage O-commitments O-for O-delivery O-within O-30 O-days O-( O-priced O-at O-par O-) O-9 X-. X-80 O-% O-, O-standard O-conventional O-fixed O-- O-rate O-mortgage X-##s O-; B-dependent-8 X-. X-70 B-head-% O-, O-6 X-/ X-2 O-rate O-capped O-one O-- O-year O-adjust X-##able O-rate O-mortgage X-##s O-."
"(Fannie Mae): Posted yields on 30 year mortgage commitments for delivery within 30 days (priced at par) 9.80%, standard conventional fixed-rate mortgages; 8.70%, 6/2 rate capped one-year adjustable rate mortgages.","O-( O-Fan X-##nie O-Mae O-) O-: O-Post X-##ed O-yields O-on O-30 O-year O-mortgage O-commitments O-for O-delivery O-within O-30 O-days O-( O-priced O-at O-par O-) O-9 X-. X-80 O-% O-, O-standard O-conventional O-fixed O-- O-rate O-mortgage X-##s O-; O-8 X-. X-70 O-% O-, B-dependent-6 X-/ X-2 B-head-rate O-capped O-one O-- O-year O-adjust X-##able O-rate O-mortgage X-##s O-."
"(Fannie Mae): Posted yields on 30 year mortgage commitments for delivery within 30 days (priced at par) 9.80%, standard conventional fixed-rate mortgages; 8.70%, 6/2 rate capped one-year adjustable rate mortgages.","O-( O-Fan X-##nie O-Mae O-) O-: O-Post X-##ed O-yields O-on O-30 O-year O-mortgage O-commitments O-for O-delivery O-within O-30 O-days O-( O-priced O-at O-par O-) O-9 X-. X-80 O-% O-, O-standard O-conventional O-fixed O-- O-rate O-mortgage X-##s O-; O-8 X-. X-70 O-% O-, O-6 X-/ X-2 O-rate O-capped B-dependent-one O-- B-head-year O-adjust X-##able O-rate O-mortgage X-##s O-."
MERRILL LYNCH READY ASSETS TRUST: 8.50%.,O-ME X-##R X-##RI X-##LL O-L X-##Y X-##NC X-##H O-R X-##EA X-##D X-##Y O-AS X-##SE X-##TS O-T X-##R X-##US X-##T O-: B-dependent-8 X-. X-50 B-head-% O-.
Annualized average rate of return after expenses for the past 30 days; not a forecast of future returns.,O-Annual X-##ized O-average O-rate O-of O-return O-after O-expenses O-for O-the O-past B-dependent-30 B-head-days O-; O-not O-a O-forecast O-of O-future O-returns O-.
"Michael A. Gaskin, 55 years old, was named president and chief executive officer of this manufacturer of industrial robots, succeeding Walter K. Weisel.","O-Michael O-A X-. O-Gas X-##kin O-, B-dependent-55 B-head-years O-old O-, O-was O-named O-president O-and O-chief O-executive O-officer O-of O-this O-manufacturer O-of O-industrial O-robots O-, O-succeeding O-Walter O-K X-. O-Wei X-##sel O-."
"Flowers Industries Inc. said it will report a charge of eight cents to 10 cents a share for its fiscal first quarter, ended Sept. 23, from the sale of two bakeries, in High Point, N.C., and Gadsden, Ala.","O-Flowers O-Industries O-Inc X-. O-said O-it O-will O-report O-a O-charge O-of B-dependent-eight B-head-cents O-to O-10 O-cents O-a O-share O-for O-its O-fiscal O-first O-quarter O-, O-ended O-Sept X-. O-23 O-, O-from O-the O-sale O-of O-two O-b X-##aker X-##ies O-, O-in O-High O-Point O-, O-N X-. X-C X-. O-, O-and O-G X-##ads X-##den O-, O-Al X-##a O-."
"Flowers Industries Inc. said it will report a charge of eight cents to 10 cents a share for its fiscal first quarter, ended Sept. 23, from the sale of two bakeries, in High Point, N.C., and Gadsden, Ala.","O-Flowers O-Industries O-Inc X-. O-said O-it O-will O-report O-a O-charge O-of O-eight O-cents O-to B-dependent-10 B-head-cents O-a O-share O-for O-its O-fiscal O-first O-quarter O-, O-ended O-Sept X-. O-23 O-, O-from O-the O-sale O-of O-two O-b X-##aker X-##ies O-, O-in O-High O-Point O-, O-N X-. X-C X-. O-, O-and O-G X-##ads X-##den O-, O-Al X-##a O-."
"Flowers Industries Inc. said it will report a charge of eight cents to 10 cents a share for its fiscal first quarter, ended Sept. 23, from the sale of two bakeries, in High Point, N.C., and Gadsden, Ala.","O-Flowers O-Industries O-Inc X-. O-said O-it O-will O-report O-a O-charge O-of O-eight O-cents O-to O-10 O-cents O-a O-share O-for O-its O-fiscal O-first O-quarter O-, O-ended B-head-Sept X-. B-dependent-23 O-, O-from O-the O-sale O-of O-two O-b X-##aker X-##ies O-, O-in O-High O-Point O-, O-N X-. X-C X-. O-, O-and O-G X-##ads X-##den O-, O-Al X-##a O-."
"Flowers Industries Inc. said it will report a charge of eight cents to 10 cents a share for its fiscal first quarter, ended Sept. 23, from the sale of two bakeries, in High Point, N.C., and Gadsden, Ala.","O-Flowers O-Industries O-Inc X-. O-said O-it O-will O-report O-a O-charge O-of O-eight O-cents O-to O-10 O-cents O-a O-share O-for O-its O-fiscal O-first O-quarter O-, O-ended O-Sept X-. O-23 O-, O-from O-the O-sale O-of B-dependent-two B-head-b X-##aker X-##ies O-, O-in O-High O-Point O-, O-N X-. X-C X-. O-, O-and O-G X-##ads X-##den O-, O-Al X-##a O-."
"A year earlier, Flowers had fiscal first-quarter net income of $8 million, or 23 cents a share, on revenue of $170.4 million.","O-A O-year O-earlier O-, O-Flowers O-had O-fiscal O-first O-- O-quarter O-net O-income O-of B-head-$ O-8 B-dependent-million O-, O-or O-23 O-cents O-a O-share O-, O-on O-revenue O-of O-$ O-170 X-. X-4 O-million O-."
"A year earlier, Flowers had fiscal first-quarter net income of $8 million, or 23 cents a share, on revenue of $170.4 million.","O-A O-year O-earlier O-, O-Flowers O-had O-fiscal O-first O-- O-quarter O-net O-income O-of O-$ O-8 O-million O-, O-or B-dependent-23 B-head-cents O-a O-share O-, O-on O-revenue O-of O-$ O-170 X-. X-4 O-million O-."
"A year earlier, Flowers had fiscal first-quarter net income of $8 million, or 23 cents a share, on revenue of $170.4 million.","O-A O-year O-earlier O-, O-Flowers O-had O-fiscal O-first O-- O-quarter O-net O-income O-of O-$ O-8 O-million O-, O-or O-23 O-cents O-a O-share O-, O-on O-revenue O-of B-head-$ O-170 X-. X-4 B-dependent-million O-."
"Sales at factories, retailers and wholesalers jumped 3.1% in August, the department reported, far outstripping a 0.3% climb in inventories.","O-Sales O-at O-factories O-, O-retailers O-and O-wholesale X-##rs O-jumped B-dependent-3 X-. X-1 B-head-% O-in O-August O-, O-the O-department O-reported O-, O-far O-outs X-##tri X-##pping O-a O-0 X-. X-3 O-% O-climb O-in O-inventor X-##ies O-."
"Sales at factories, retailers and wholesalers jumped 3.1% in August, the department reported, far outstripping a 0.3% climb in inventories.","O-Sales O-at O-factories O-, O-retailers O-and O-wholesale X-##rs O-jumped O-3 X-. X-1 O-% O-in O-August O-, O-the O-department O-reported O-, O-far O-outs X-##tri X-##pping O-a B-dependent-0 X-. X-3 B-head-% O-climb O-in O-inventor X-##ies O-."
"As a result, inventories fell back to the equivalent of 1.5 months of sales.","O-As O-a O-result O-, O-inventor X-##ies O-fell O-back O-to O-the O-equivalent O-of B-dependent-1 X-. X-5 B-head-months O-of O-sales O-."
Inventories had been running at about this level -- one that economists regard as manageable -- for much of the year before they jumped to 1.54 months in July.,O-In X-##vent X-##ories O-had O-been O-running O-at O-about O-this O-level O-- X-- O-one O-that O-economists O-regard O-as O-manage X-##able O-- X-- O-for O-much O-of O-the O-year O-before O-they O-jumped O-to B-dependent-1 X-. X-54 B-head-months O-in O-July O-.
"In July, business inventories had climbed 0.9%, a number the department revised from its initial report of 0.6%.","O-In O-July O-, O-business O-inventor X-##ies O-had O-climbed B-dependent-0 X-. X-9 B-head-% O-, O-a O-number O-the O-department O-revised O-from O-its O-initial O-report O-of O-0 X-. X-6 O-% O-."
"In July, business inventories had climbed 0.9%, a number the department revised from its initial report of 0.6%.","O-In O-July O-, O-business O-inventor X-##ies O-had O-climbed O-0 X-. X-9 O-% O-, O-a O-number O-the O-department O-revised O-from O-its O-initial O-report O-of B-dependent-0 X-. X-6 B-head-% O-."
"Sales, meanwhile, dropped 0.9%.","O-Sales O-, O-meanwhile O-, O-dropped B-dependent-0 X-. X-9 B-head-% O-."
"In August, business inventories totaled $789.87 billion, while sales grew to $526.79 billion, the department said.","O-In O-August O-, O-business O-inventor X-##ies O-totaled B-head-$ O-78 X-##9 X-. X-87 B-dependent-billion O-, O-while O-sales O-grew O-to O-$ O-52 X-##6 X-. X-79 O-billion O-, O-the O-department O-said O-."
"In August, business inventories totaled $789.87 billion, while sales grew to $526.79 billion, the department said.","O-In O-August O-, O-business O-inventor X-##ies O-totaled O-$ O-78 X-##9 X-. X-87 O-billion O-, O-while O-sales O-grew O-to B-head-$ O-52 X-##6 X-. X-79 B-dependent-billion O-, O-the O-department O-said O-."
"Manufacturers showed the biggest sales gains; their sales rose 5.6%, while factory inventories only grew 0.3%.","O-Man X-##uf X-##act X-##urers O-showed O-the O-biggest O-sales O-gains O-; O-their O-sales O-rose B-dependent-5 X-. X-6 B-head-% O-, O-while O-factory O-inventor X-##ies O-only O-grew O-0 X-. X-3 O-% O-."
"Manufacturers showed the biggest sales gains; their sales rose 5.6%, while factory inventories only grew 0.3%.","O-Man X-##uf X-##act X-##urers O-showed O-the O-biggest O-sales O-gains O-; O-their O-sales O-rose O-5 X-. X-6 O-% O-, O-while O-factory O-inventor X-##ies O-only O-grew B-dependent-0 X-. X-3 B-head-% O-."
"Retailers' sales increased 0.7%, as did their inventories.","O-Re X-##tail X-##ers O-' O-sales O-increased B-dependent-0 X-. X-7 B-head-% O-, O-as O-did O-their O-inventor X-##ies O-."
"Wholesalers' sales climbed 1.5%, while their inventories dropped 0.1%.","O-Whole X-##sal X-##ers O-' O-sales O-climbed B-dependent-1 X-. X-5 B-head-% O-, O-while O-their O-inventor X-##ies O-dropped O-0 X-. X-1 O-% O-."
"Wholesalers' sales climbed 1.5%, while their inventories dropped 0.1%.","O-Whole X-##sal X-##ers O-' O-sales O-climbed O-1 X-. X-5 O-% O-, O-while O-their O-inventor X-##ies O-dropped B-dependent-0 X-. X-1 B-head-% O-."
"In addition, the tax-collecting agency says that it will take the unusual step of looking to the private sector to fill two new high-level positions to guide the 120,000-employee agency: a comptroller to oversee daily finances and a chief information officer to update the information system, which includes probably the largest computer data base in the world.","O-In O-addition O-, O-the O-tax O-- O-collecting O-agency O-says O-that O-it O-will O-take O-the O-unusual O-step O-of O-looking O-to O-the O-private O-sector O-to O-fill B-dependent-two O-new O-high O-- O-level B-head-positions O-to O-guide O-the O-120 X-, X-000 O-- O-employee O-agency O-: O-a O-com X-##pt X-##roll X-##er O-to O-oversee O-daily O-finances O-and O-a O-chief O-information O-officer O-to O-update O-the O-information O-system O-, O-which O-includes O-probably O-the O-largest O-computer O-data O-base O-in O-the O-world O-."
"In addition, the tax-collecting agency says that it will take the unusual step of looking to the private sector to fill two new high-level positions to guide the 120,000-employee agency: a comptroller to oversee daily finances and a chief information officer to update the information system, which includes probably the largest computer data base in the world.","O-In O-addition O-, O-the O-tax O-- O-collecting O-agency O-says O-that O-it O-will O-take O-the O-unusual O-step O-of O-looking O-to O-the O-private O-sector O-to O-fill O-two O-new O-high O-- O-level O-positions O-to O-guide O-the B-dependent-120 X-, X-000 O-- B-head-employee O-agency O-: O-a O-com X-##pt X-##roll X-##er O-to O-oversee O-daily O-finances O-and O-a O-chief O-information O-officer O-to O-update O-the O-information O-system O-, O-which O-includes O-probably O-the O-largest O-computer O-data O-base O-in O-the O-world O-."
"IRS Commissioner Fred T. Goldberg said the changes are intended to bring ""accountability"" to the agency, which has an annual budget of more than $5 billion and collects about $1 trillion a year.","O-I X-##RS O-Commissioner O-Fred O-T X-. O-Goldberg O-said O-the O-changes O-are O-intended O-to O-bring O-"" O-account X-##ability O-"" O-to O-the O-agency O-, O-which O-has O-an O-annual O-budget O-of O-more O-than B-head-$ O-5 B-dependent-billion O-and O-collects O-about O-$ O-1 O-trillion O-a O-year O-."
"IRS Commissioner Fred T. Goldberg said the changes are intended to bring ""accountability"" to the agency, which has an annual budget of more than $5 billion and collects about $1 trillion a year.","O-I X-##RS O-Commissioner O-Fred O-T X-. O-Goldberg O-said O-the O-changes O-are O-intended O-to O-bring O-"" O-account X-##ability O-"" O-to O-the O-agency O-, O-which O-has O-an O-annual O-budget O-of O-more O-than O-$ O-5 O-billion O-and O-collects O-about B-head-$ O-1 B-dependent-trillion O-a O-year O-."
"""And we don't have internal controls and discipline that we need to have to spend $5 billion properly.""","O-"" O-And O-we O-do O-n X-' X-t O-have O-internal O-controls O-and O-discipline O-that O-we O-need O-to O-have O-to O-spend B-head-$ O-5 B-dependent-billion O-properly O-. O-"""
"And the agency, which operated throughout fiscal 1989 with a $360 million budget shortfall, has been under a hiring freeze since last fall.","O-And O-the O-agency O-, O-which O-operated O-throughout O-fiscal O-1989 O-with O-a B-head-$ O-360 B-dependent-million O-budget O-short X-##fall O-, O-has O-been O-under O-a O-hiring O-freeze O-since O-last O-fall O-."
"Although the jobs will probably pay between $70,000 and $80,000 a year, IRS officials are confident that they can attract top-notch candidates from the private sector.","O-Although O-the O-jobs O-will O-probably O-pay O-between B-head-$ B-dependent-70 X-, X-000 O-and O-$ O-80 X-, X-000 O-a O-year O-, O-I X-##RS O-officials O-are O-confident O-that O-they O-can O-attract O-top O-- O-notch O-candidates O-from O-the O-private O-sector O-."
"Although the jobs will probably pay between $70,000 and $80,000 a year, IRS officials are confident that they can attract top-notch candidates from the private sector.","O-Although O-the O-jobs O-will O-probably O-pay O-between O-$ O-70 X-, X-000 O-and B-head-$ B-dependent-80 X-, X-000 O-a O-year O-, O-I X-##RS O-officials O-are O-confident O-that O-they O-can O-attract O-top O-- O-notch O-candidates O-from O-the O-private O-sector O-."
"""You're telling someone they can spend the next three or four or five or six years of their life bringing about the most difficult and costly modernization of an information system on the civil side ever,"" Mr. Goldberg said.","O-"" O-You O-' X-re O-telling O-someone O-they O-can O-spend O-the O-next B-dependent-three O-or O-four O-or O-five O-or O-six B-head-years O-of O-their O-life O-bringing O-about O-the O-most O-difficult O-and O-costly O-modernization O-of O-an O-information O-system O-on O-the O-civil O-side O-ever O-, O-"" O-Mr X-. O-Goldberg O-said O-."
"""On the comptroller side, you're developing and making work financial controls governing a $6 billion budget.""","O-"" O-On O-the O-com X-##pt X-##roll X-##er O-side O-, O-you O-' X-re O-developing O-and O-making O-work O-financial O-controls O-governing O-a B-head-$ O-6 B-dependent-billion O-budget O-. O-"""
"Industrial production declined 0.1% in September, reinforcing other signs that the manufacturing sector continues its slowing trend.","O-Industrial O-production O-declined B-dependent-0 X-. X-1 B-head-% O-in O-September O-, O-re X-##in X-##forcing O-other O-signs O-that O-the O-manufacturing O-sector O-continues O-its O-slowing O-trend O-."
"The Federal Reserve Board said output of the nation's factories, mines and utilities expanded at an annual rate of 1.3% in the third quarter, substantially slower than the 3.3% annual rate in the second quarter.","O-The O-Federal O-Reserve O-Board O-said O-output O-of O-the O-nation O-' X-s O-factories O-, O-mines O-and O-utilities O-expanded O-at O-an O-annual O-rate O-of B-dependent-1 X-. X-3 B-head-% O-in O-the O-third O-quarter O-, O-substantially O-slower O-than O-the O-3 X-. X-3 O-% O-annual O-rate O-in O-the O-second O-quarter O-."
"The Federal Reserve Board said output of the nation's factories, mines and utilities expanded at an annual rate of 1.3% in the third quarter, substantially slower than the 3.3% annual rate in the second quarter.","O-The O-Federal O-Reserve O-Board O-said O-output O-of O-the O-nation O-' X-s O-factories O-, O-mines O-and O-utilities O-expanded O-at O-an O-annual O-rate O-of O-1 X-. X-3 O-% O-in O-the O-third O-quarter O-, O-substantially O-slower O-than O-the B-dependent-3 X-. X-3 B-head-% O-annual O-rate O-in O-the O-second O-quarter O-."
"The Fed also said U.S. industry operated at 83.6% of capacity last month, down from 83.8% in August.","O-The O-Fed O-also O-said O-U X-. X-S X-. O-industry O-operated O-at B-dependent-83 X-. X-6 B-head-% O-of O-capacity O-last O-month O-, O-down O-from O-83 X-. X-8 O-% O-in O-August O-."
"The Fed also said U.S. industry operated at 83.6% of capacity last month, down from 83.8% in August.","O-The O-Fed O-also O-said O-U X-. X-S X-. O-industry O-operated O-at O-83 X-. X-6 O-% O-of O-capacity O-last O-month O-, O-down O-from B-dependent-83 X-. X-8 B-head-% O-in O-August O-."
"Factory output dropped 0.2%, its first decline since February, after having been unchanged in October.","O-Factory O-output O-dropped B-dependent-0 X-. X-2 B-head-% O-, O-its O-first O-decline O-since O-February O-, O-after O-having O-been O-unchanged O-in O-October O-."
"Factories operated at 83.7% of capacity, the lowest rate in more than a year and down from 84.1% in September.","O-Factor X-##ies O-operated O-at B-dependent-83 X-. X-7 B-head-% O-of O-capacity O-, O-the O-lowest O-rate O-in O-more O-than O-a O-year O-and O-down O-from O-84 X-. X-1 O-% O-in O-September O-."
"Factories operated at 83.7% of capacity, the lowest rate in more than a year and down from 84.1% in September.","O-Factor X-##ies O-operated O-at O-83 X-. X-7 O-% O-of O-capacity O-, O-the O-lowest O-rate O-in O-more O-than O-a O-year O-and O-down O-from B-dependent-84 X-. X-1 B-head-% O-in O-September O-."
"The declines mainly reflected widespread weakness in durable goods, those intended to last more than three years.","O-The O-decline X-##s O-mainly O-reflected O-widespread O-weakness O-in O-du X-##rable O-goods O-, O-those O-intended O-to O-last O-more O-than B-dependent-three B-head-years O-."
"Production of factory equipment, one indication of the strength of manufacturers' investment spending, fell 0.3%.","O-Production O-of O-factory O-equipment O-, B-dependent-one B-head-indication O-of O-the O-strength O-of O-manufacturers O-' O-investment O-spending O-, O-fell O-0 X-. X-3 O-% O-."
"Production of factory equipment, one indication of the strength of manufacturers' investment spending, fell 0.3%.","O-Production O-of O-factory O-equipment O-, O-one O-indication O-of O-the O-strength O-of O-manufacturers O-' O-investment O-spending O-, O-fell B-dependent-0 X-. X-3 B-head-% O-."
142.3% of the 1977 average.,B-dependent-142 X-. X-3 B-head-% O-of O-the O-1977 O-average O-.
