Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo O-' X-s O-Nik X-##ke X-##i O-Index O-of B-CD-225 O-stocks O-jumped B-CD-52 X-##7 X-. X-39 O-points O-to O-close O-at B-CD-34 X-##9 X-##9 X-##6 X-. X-08 O-.
"Christie's has snagged the 15 impressionist and modern paintings being pruned from Paul Mellon's vast collection, including the probable $30 million-plus ""Rue Mosnier, Paris, Decorated With Flags on June 30, 1878"" by Edouard Manet (purchased by Mellon at the Jacob Goldschmidt sale in London in 1958 for $316,400) and a van Gogh, ""Trunk of an Old Yew Tree, Arles,"" estimated at $25 million-plus.","O-Christie O-' X-s O-has O-s X-##na X-##gged O-the B-CD-15 O-impression X-##ist O-and O-modern O-paintings O-being O-p X-##run X-##ed O-from O-Paul O-Mellon O-' X-s O-vast O-collection O-, O-including O-the O-probable O-$ B-CD-30 B-CD-million X-- X-plus O-"" O-Rue O-Mo X-##s X-##nier O-, O-Paris O-, O-Dec X-##ora X-##ted O-With O-Flags O-on O-June B-CD-30 O-, B-CD-1878 O-"" O-by O-Edo X-##uard O-Man X-##et O-( O-purchased O-by O-Mellon O-at O-the O-Jacob O-Gold X-##sch X-##mi X-##dt O-sale O-in O-London O-in B-CD-1958 O-for O-$ B-CD-316 X-, X-400 O-) O-and O-a O-van O-Go X-##gh O-, O-"" O-T X-##runk O-of O-an O-Old O-Ye X-##w O-Tree O-, O-A X-##rle X-##s O-, X-"" O-estimated O-at O-$ B-CD-25 B-CD-million X-- X-plus O-."
"Other one-owner collections include Billy Wilder's more modest but choice offerings, and the George N. Richard collection -- piled on top of Christie's estimated $150 million -- $200 million of other impressionist goodies.","O-Other O-one X-- X-owner O-collections O-include O-Billy O-Wilder O-' X-s O-more O-modest O-but O-choice O-offerings O-, O-and O-the O-George O-N X-. O-Richard O-collection O-- X-- O-piled O-on O-top O-of O-Christie O-' X-s O-estimated O-$ B-CD-150 B-CD-million O-- X-- O-$ B-CD-200 B-CD-million O-of O-other O-impression X-##ist O-good X-##ies O-."
All these will go under the hammer on Nov. 13 and 14.,O-All O-these O-will O-go O-under O-the O-hammer O-on O-Nov X-. B-CD-13 O-and B-CD-14 O-.
"But since the 1986 tax laws drastically reduced deductions for the donation of appreciated property and reduced overall tax rates (thereby making deductions less significant), charitable donations to museums, when anyone makes them, are very charitable indeed.","O-But O-since O-the B-CD-1986 O-tax O-laws O-drastically O-reduced O-de X-##duction X-##s O-for O-the O-donation O-of O-appreciated O-property O-and O-reduced O-overall O-tax O-rates O-( O-thereby O-making O-de X-##duction X-##s O-less O-significant O-) O-, O-charitable O-donations O-to O-museums O-, O-when O-anyone O-makes O-them O-, O-are O-very O-charitable O-indeed O-."
"According to a study conducted by the Association of Art Museum Directors, the drop in the dollar value of donated works of art since 1986 is more than 50%.","O-According O-to O-a O-study O-conducted O-by O-the O-Association O-of O-Art O-Museum O-Directors O-, O-the O-drop O-in O-the O-dollar O-value O-of O-donated O-works O-of O-art O-since B-CD-1986 O-is O-more O-than B-CD-50 O-% O-."
"""The next 10 years are going to be a wasteland for American museums.""","O-"" O-The O-next B-CD-10 O-years O-are O-going O-to O-be O-a O-waste X-##land O-for O-American O-museums O-. O-"""
"""Au Lapin Agile,"" some of the Mellon paintings, and others went around the world on a series of whistle-stop exhibition tours; Billy Wilder's pictures went to a party at the Beverly Hills Hotel; and the Dorrance paintings hung for five days in the Philadelphia Museum of Art.","O-"" O-Au O-La X-##pin O-A X-##gi X-##le O-, X-"" O-some O-of O-the O-Mellon O-paintings O-, O-and O-others O-went O-around O-the O-world O-on O-a O-series O-of O-whistle X-- X-stop O-exhibition O-tours O-; O-Billy O-Wilder O-' X-s O-pictures O-went O-to O-a O-party O-at O-the O-Beverly O-Hills O-Hotel O-; O-and O-the O-Do X-##rra X-##nce O-paintings O-hung O-for B-CD-five O-days O-in O-the O-Philadelphia O-Museum O-of O-Art O-."
But the stakes are now very high and for your $40 million you can buy only the best of what is available -- which may not be the best there is.,O-But O-the O-stakes O-are O-now O-very O-high O-and O-for O-your O-$ B-CD-40 B-CD-million O-you O-can O-buy O-only O-the O-best O-of O-what O-is O-available O-- X-- O-which O-may O-not O-be O-the O-best O-there O-is O-.
"""In October of '87 people saw that everything else went down but art went up,"" Desmond Corcoran of London's Alex Reid & Lefevre Ltd. gallery points out.","O-"" O-In O-October O-of O-' B-CD-87 O-people O-saw O-that O-everything O-else O-went O-down O-but O-art O-went O-up O-, X-"" O-Desmond O-Co X-##rc X-##oran O-of O-London O-' X-s O-Alex O-Reid O-& O-Le X-##fe X-##vre O-Ltd O-. O-gallery O-points O-out O-."
"shrieked one French dealer, reeling from auction estimate sticker shock.","O-shrieked B-CD-one O-French O-dealer O-, O-reel X-##ing O-from O-auction O-estimate O-stick X-##er O-shock O-."
"""So if the market absorbs those, what comes three weeks later will do just fine.""","O-"" O-So O-if O-the O-market O-absorb X-##s O-those O-, O-what O-comes B-CD-three O-weeks O-later O-will O-do O-just O-fine O-. O-"""
"If all goes well, if the Picasso hits $75 million, and Mellon, Dorrance, Wilder and the rest get what they bargained for, the uncomfortable, questioning buzz in the art marketplace will trail off into sighs of relief, only to begin anew slightly louder than before, as the cycle starts over in the spring.","O-If O-all O-goes O-well O-, O-if O-the O-Picasso O-hits O-$ B-CD-75 B-CD-million O-, O-and O-Mellon O-, O-Do X-##rra X-##nce O-, O-Wilder O-and O-the O-rest O-get O-what O-they O-bargain X-##ed O-for O-, O-the O-uncomfortable O-, O-questioning O-buzz O-in O-the O-art O-marketplace O-will O-trail O-off O-into O-sighs O-of O-relief O-, O-only O-to O-begin O-an X-##ew O-slightly O-louder O-than O-before O-, O-as O-the O-cycle O-starts O-over O-in O-the O-spring O-."
"In 1983, the Supreme Court tried to supply a workable definition in the Dirks v.","O-In B-CD-1983 O-, O-the O-Supreme O-Court O-tried O-to O-supply O-a O-work X-##able O-definition O-in O-the O-Dirk X-##s O-v O-."
Consider the facts underlying the 1989 conviction of Robert Chestman.,O-Consider O-the O-facts O-underlying O-the B-CD-1989 O-conviction O-of O-Robert O-Ch X-##est X-##man O-.
"Prior to a tender offer by A&P for Waldbaum Inc. in 1986, the founder of the Waldbaum's supermarket chain called an elderly relative to tell her to assemble her stock certificates for delivery.","O-Prior O-to O-a O-tender O-offer O-by O-A O-& O-P O-for O-W X-##ald X-##baum O-Inc O-. O-in B-CD-1986 O-, O-the O-founder O-of O-the O-W X-##ald X-##baum O-' X-s O-supermarket O-chain O-called O-an O-elderly O-relative O-to O-tell O-her O-to O-assemble O-her O-stock O-certificates O-for O-delivery O-."
"In 1987, the Supreme Court attempted in McNally v.","O-In B-CD-1987 O-, O-the O-Supreme O-Court O-attempted O-in O-M X-##c X-##N X-##ally O-v O-."
"Unilab Corp., Norcross, Ga., said it acquired the clinical laboratories of closely held Central Diagnostic Laboratory Inc. in a cash and securities transaction valued at $85 million.","O-Un X-##ila X-##b O-Corp X-. O-, O-Nor X-##cross O-, O-G X-##a X-. O-, O-said O-it O-acquired O-the O-clinical O-laboratories O-of O-closely O-held O-Central O-Di X-##ag X-##nos X-##tic O-Laboratory O-Inc O-. O-in O-a O-cash O-and O-securities O-transaction O-valued O-at O-$ B-CD-85 B-CD-million O-."
"Unilab said its wholly owned MetWest Inc. unit paid $25 million in cash, provided $30 million in notes and $30 million in preferred stock to acquire Central's labs in the Western U.S.","O-Un X-##ila X-##b O-said O-its O-wholly O-owned O-Met X-##W X-##est O-Inc O-. O-unit O-paid O-$ B-CD-25 B-CD-million O-in O-cash O-, O-provided O-$ B-CD-30 B-CD-million O-in O-notes O-and O-$ B-CD-30 B-CD-million O-in O-preferred O-stock O-to O-acquire O-Central O-' X-s O-labs O-in O-the O-Western O-U X-. X-S O-."
Consolidated Papers Inc. said it plans to spend $495 million on new paper-manufacturing equipment and facilities.,O-Consolidated O-Papers O-Inc O-. O-said O-it O-plans O-to O-spend O-$ B-CD-49 X-##5 B-CD-million O-on O-new O-paper X-- X-manufacturing O-equipment O-and O-facilities O-.
The producer of paper used in magazines and by commercial printers said spending on the expansion is planned to begin in the first quarter of 1990.,O-The O-producer O-of O-paper O-used O-in O-magazines O-and O-by O-commercial O-printer X-##s O-said O-spending O-on O-the O-expansion O-is O-planned O-to O-begin O-in O-the O-first O-quarter O-of B-CD-1990 O-.
"The House Ethics Committee officially cited Rep. Jim Bates (D., Calif.) for sexually harassing two female employees, but didn't recommend formal disciplinary action.","O-The O-House O-Ethics O-Committee O-officially O-cited O-Rep O-. O-Jim O-Bates O-( O-D X-. O-, O-Cal X-##if X-. O-) O-for O-sexually O-ha X-##rass X-##ing B-CD-two O-female O-employees O-, O-but O-did O-n X-' X-t O-recommend O-formal O-disciplinary O-action O-."
"Rep. Bates said he accepted the finding, but one of the victims, Dorena Bertussi, denounced the ethics panel's action as ""absurd.""","O-Rep O-. O-Bates O-said O-he O-accepted O-the O-finding O-, O-but B-CD-one O-of O-the O-victims O-, O-Do X-##rena O-Bert X-##uss X-##i O-, O-denounced O-the O-ethics O-panel O-' X-s O-action O-as O-"" O-absurd O-. O-"""
Rep. Bates has publicly begged for forgiveness from voters and was re-elected with 60% of the vote last November.,O-Rep O-. O-Bates O-has O-publicly O-begged O-for O-forgiveness O-from O-voters O-and O-was O-re X-- X-elected O-with B-CD-60 O-% O-of O-the O-vote O-last O-November O-.
"Ciba-Geigy Ltd. and Chiron Corp. said they extended their offer for Connaught BioSciences Inc., valued at 866 million Canadian dollars (US$736 million) to Oct. 27.","O-C X-##iba X-- X-G X-##ei X-##gy O-Ltd X-. O-and O-Chi X-##ron O-Corp O-. O-said O-they O-extended O-their O-offer O-for O-Con X-##na X-##ught O-B X-##io X-##S X-##cie X-##nces O-Inc X-. O-, O-valued O-at B-CD-86 X-##6 B-CD-million O-Canadian O-dollars O-( O-US O-$ B-CD-73 X-##6 B-CD-million O-) O-to O-Oct X-. B-CD-27 O-."
"The companies earlier said they didn't want to raise their offer to match a rival bid by Institut Merieux S.A. of C$37 a share, or C$942 million.","O-The O-companies O-earlier O-said O-they O-did O-n X-' X-t O-want O-to O-raise O-their O-offer O-to O-match O-a O-rival O-bid O-by O-Institut O-Me X-##rie X-##ux O-S X-. X-A X-. O-of O-C O-$ B-CD-37 O-a O-share O-, O-or O-C O-$ B-CD-94 X-##2 B-CD-million O-."
"But they said the C$30-a-share bid, which was due to expire Monday, may still be extended or varied.","O-But O-they O-said O-the O-C O-$ B-CD-30 X-- X-a X-- X-share O-bid O-, O-which O-was O-due O-to O-ex X-##pire O-Monday O-, O-may O-still O-be O-extended O-or O-varied O-."
"Merieux, a vaccine manufacturer based in Lyon, France, is 51%-held by French state-owned Rhone-Poulenc S.A. Ciba-Geigy is a major pharmaceutical concern based in Basel, Switzerland.","O-Me X-##rie X-##ux O-, O-a O-vaccine O-manufacturer O-based O-in O-Lyon O-, O-France O-, O-is B-CD-51 O-% X-- O-held O-by O-French O-state X-- X-owned O-R X-##hone X-- X-Po X-##ule X-##nc O-S X-. X-A O-. O-C X-##iba X-- X-G X-##ei X-##gy O-is O-a O-major O-pharmaceutical O-concern O-based O-in O-Basel O-, O-Switzerland O-."
"In addition, the agreement calls for Gilbert H. Lamphere, chairman of Prospect Group's executive committee, to be named chairman of a restructured board that will include four new independent directors.","O-In O-addition O-, O-the O-agreement O-calls O-for O-Gilbert O-H X-. O-Lam X-##phere O-, O-chairman O-of O-Prospect O-Group O-' X-s O-executive O-committee O-, O-to O-be O-named O-chairman O-of O-a O-rest X-##ru X-##cture X-##d O-board O-that O-will O-include B-CD-four O-new O-independent O-directors O-."
"Prospect, a New York-based leveraged buy-out firm, also agreed to invest $15 million in Recognition, which in turn agreed to repurchase as much as $20 million of its stock.","O-Prospect O-, O-a O-New O-York X-- X-based O-leverage X-##d O-buy X-- X-out O-firm O-, O-also O-agreed O-to O-invest O-$ B-CD-15 B-CD-million O-in O-Re X-##cognition O-, O-which O-in O-turn O-agreed O-to O-re X-##pur X-##chase O-as O-much O-as O-$ B-CD-20 B-CD-million O-of O-its O-stock O-."
That would increase Prospect's ownership of the company's fully-diluted shares outstanding to 20% from 14.1%.,O-That O-would O-increase O-Prospect O-' X-s O-ownership O-of O-the O-company O-' X-s O-fully X-- X-di X-##lut X-##ed O-shares O-outstanding O-to B-CD-20 O-% O-from B-CD-14 X-. X-1 O-% O-.
"Under the agreement, Prospect is permitted to increase its stake in Recognition to 30%.","O-Under O-the O-agreement O-, O-Prospect O-is O-permitted O-to O-increase O-its O-stake O-in O-Re X-##cognition O-to B-CD-30 O-% O-."
"Beyond that, Prospect said it wouldn't offer to acquire additional shares for less than $11.25 a share during the next year or less than $14.06 a share during the subsequent two years.","O-Beyond O-that O-, O-Prospect O-said O-it O-would O-n X-' X-t O-offer O-to O-acquire O-additional O-shares O-for O-less O-than O-$ B-CD-11 X-. X-25 O-a O-share O-during O-the O-next O-year O-or O-less O-than O-$ B-CD-14 X-. X-06 O-a O-share O-during O-the O-subsequent B-CD-two O-years O-."
"Recognition also said it obtained a commitment from Chemical Bank and Bank of Boston to convert an estimated $18 million in bank debt to a new, 24-month secured term loan to be repaid through the sale of certain assets.","O-Re X-##cognition O-also O-said O-it O-obtained O-a O-commitment O-from O-Chemical O-Bank O-and O-Bank O-of O-Boston O-to O-convert O-an O-estimated O-$ B-CD-18 B-CD-million O-in O-bank O-debt O-to O-a O-new O-, O-24 X-- X-month O-secured O-term O-loan O-to O-be O-re X-##pa X-##id O-through O-the O-sale O-of O-certain O-assets O-."
"In August, Recognition said it was in violation of certain terms of its debt agreements with bank lenders because of a $3.9 million loss for the third quarter ended July 31.","O-In O-August O-, O-Re X-##cognition O-said O-it O-was O-in O-violation O-of O-certain O-terms O-of O-its O-debt O-agreements O-with O-bank O-lend X-##ers O-because O-of O-a O-$ B-CD-3 X-. X-9 B-CD-million O-loss O-for O-the O-third O-quarter O-ended O-July B-CD-31 O-."
"The company attributed the loss to declining revenue and litigation costs relating to criminal charges against the company and two former executives, William G. Moore Jr. and Robert W. Reedy.","O-The O-company O-attributed O-the O-loss O-to O-declining O-revenue O-and O-litigation O-costs O-relating O-to O-criminal O-charges O-against O-the O-company O-and B-CD-two O-former O-executives O-, O-William O-G X-. O-Moore O-Jr X-. O-and O-Robert O-W X-. O-Reed X-##y O-."
"The former executives were indicted last October on charges of fraud, theft and conspiracy related to efforts by the company to win $400 million in Postal Service contracts.","O-The O-former O-executives O-were O-indicted O-last O-October O-on O-charges O-of O-fraud O-, O-theft O-and O-conspiracy O-related O-to O-efforts O-by O-the O-company O-to O-win O-$ B-CD-400 B-CD-million O-in O-Postal O-Service O-contracts O-."
"In New York Stock Exchange composite trading, Recognition rose 87.5 cents to $6.625.","O-In O-New O-York O-Stock O-Exchange O-composite O-trading O-, O-Re X-##cognition O-rose B-CD-87 X-. X-5 O-cents O-to O-$ B-CD-6 X-. X-625 O-."
Prospect slipped 25 cents to $10.50 in national over-the-counter trading.,O-Prospect O-slipped B-CD-25 O-cents O-to O-$ B-CD-10 X-. X-50 O-in O-national O-over X-- X-the X-- X-counter O-trading O-.
That's the lesson offered through one case study featured in a design exhibit.,O-That O-' X-s O-the O-lesson O-offered O-through B-CD-one O-case O-study O-featured O-in O-a O-design O-exhibit O-.
"Dictaphone Corp. was caught off guard in 1974 when its main competitor, Lanier Office Products of Japan, introduced a microcassette dictation recorder half the size of standard cassette devices.","O-Di X-##ct X-##aph X-##one O-Corp X-. O-was O-caught O-off O-guard O-in B-CD-1974 O-when O-its O-main O-competitor O-, O-La X-##nier O-Office O-Products O-of O-Japan O-, O-introduced O-a O-micro X-##cas X-##sett X-##e O-di X-##ct X-##ation O-recorder O-half O-the O-size O-of O-standard O-cassette O-devices O-."
"By 1979, designers and engineers at Dictaphone, a Pitney Bowes subsidiary, had produced a working model of a ""picocassette"" recorder.","O-By B-CD-1979 O-, O-designers O-and O-engineers O-at O-Di X-##ct X-##aph X-##one O-, O-a O-Pit X-##ney O-Bow X-##es O-subsidiary O-, O-had O-produced O-a O-working O-model O-of O-a O-"" O-p X-##ico X-##cas X-##sett X-##e O-"" O-recorder O-."
"By 1982, however, the patent status of the Lanier microcassette had changed, permitting Dictaphone to develop its own competitive micro system, which it did.","O-By B-CD-1982 O-, O-however O-, O-the O-patent O-status O-of O-the O-La X-##nier O-micro X-##cas X-##sett X-##e O-had O-changed O-, O-permitting O-Di X-##ct X-##aph X-##one O-to O-develop O-its O-own O-competitive O-micro O-system O-, O-which O-it O-did O-."
