Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo O-' X-s O-Nik X-##ke X-##i O-Index O-of O-225 O-stocks O-jumped O-52 X-##7 X-. X-39 O-points B-TO-to O-close O-at O-34 X-##9 X-##9 X-##6 X-. X-08 O-.
The new Financial Accounting Standards Board (FASB) was created in 1972 to replace the Accounting Principles Board of the American Institute of Certified Public Accountants.,O-The O-new O-Financial O-Accounting O-Standards O-Board O-( O-FA X-##SB O-) O-was O-created O-in O-1972 B-TO-to O-replace O-the O-Accounting O-Principles O-Board O-of O-the O-American O-Institute O-of O-Certified O-Public O-A X-##cco X-##unta X-##nts O-.
In the late 1960s some CPAs failed to correct such abuses as clients picking permissive rules that hyped earnings and stock prices.,O-In O-the O-late O-1960s O-some O-CP X-##As O-failed B-TO-to O-correct O-such O-abuses O-as O-clients O-picking O-per X-##mis X-##sive O-rules O-that O-h X-##ype X-##d O-earnings O-and O-stock O-prices O-.
And in November 1970 Congress had passed a special act to overrule one board rule.,O-And O-in O-November O-1970 O-Congress O-had O-passed O-a O-special O-act B-TO-to O-over X-##ru X-##le O-one O-board O-rule O-.
"On Dec. 13, 1973, it issued its first rule; it required companies to disclose foreign currency translations in U.S. dollars.","O-On O-Dec X-. O-13 O-, O-1973 O-, O-it O-issued O-its O-first O-rule O-; O-it O-required O-companies B-TO-to O-disc X-##lose O-foreign O-currency O-translations O-in O-U X-. X-S X-. O-dollars O-."
"Cross & Trecker Corp. said it reached an agreement to sell its Wiedemann division to recently created Murata Wiedemann Inc., a U.S. affiliate of Murata Machinery Ltd. of Kyoto, Japan.","O-Cross O-& O-T X-##reck X-##er O-Corp O-. O-said O-it O-reached O-an O-agreement B-TO-to O-sell O-its O-W X-##ied X-##emann O-division O-to O-recently O-created O-Mu X-##rata O-W X-##ied X-##emann O-Inc X-. O-, O-a O-U X-. X-S X-. O-affiliate O-of O-Mu X-##rata O-Machine X-##ry O-Ltd X-. O-of O-Kyoto O-, O-Japan O-."
"The White House budget director, prodding Congress to finish work quickly on 1990 budget bills, is trying to put some sting into the little-feared spending cuts that were triggered yesterday under the Gramm-Rudman deficit-reduction law.","O-The O-White O-House O-budget O-director O-, O-pro X-##dding O-Congress B-TO-to O-finish O-work O-quickly O-on O-1990 O-budget O-bills O-, O-is O-trying B-TO-to O-put O-some O-sting O-into O-the O-little X-- X-feared O-spending O-cuts O-that O-were O-triggered O-yesterday O-under O-the O-Gram X-##m X-- X-R X-##ud X-##man O-deficit X-- X-reduction O-law O-."
"To impose ""a little bit more discipline"" on the budget process, Budget Director Richard Darman said he won't give agencies much flexibility to shift funds among different programs as a means of coping with the law's requirements.","B-TO-To O-impose O-"" O-a O-little O-bit O-more O-discipline O-"" O-on O-the O-budget O-process O-, O-Budget O-Director O-Richard O-Dar X-##man O-said O-he O-w X-##o O-n X-' X-t O-give O-agencies O-much O-flexibility B-TO-to O-shift O-funds O-among O-different O-programs O-as O-a O-means O-of O-cop X-##ing O-with O-the O-law O-' X-s O-requirements O-."
"Nevertheless, it may add to pressure on the House to follow the Senate's lead and strip from pending budget legislation scores of costly, extraneous provisions.","O-Nevertheless O-, O-it O-may O-add O-to O-pressure O-on O-the O-House B-TO-to O-follow O-the O-Senate O-' X-s O-lead O-and O-strip O-from O-pending O-budget O-legislation O-scores O-of O-costly O-, O-extra X-##ne X-##ous O-provisions O-."
House Speaker Thomas Foley met with committee chairmen yesterday to try to move in that direction.,O-House O-Speaker O-Thomas O-Foley O-met O-with O-committee O-chair X-##men O-yesterday B-TO-to O-try B-TO-to O-move O-in O-that O-direction O-.
"""We are going to try to make an agreement with the Senate that the president would sign,"" the Washington state Democrat told reporters.","O-"" O-We O-are O-going B-TO-to O-try B-TO-to O-make O-an O-agreement O-with O-the O-Senate O-that O-the O-president O-would O-sign O-, X-"" O-the O-Washington O-state O-Democrat O-told O-reporters O-."
The talks are to continue today.,O-The O-talks O-are B-TO-to O-continue O-today O-.
"House Republicans also are reluctant to pare down the 1,878-page measure -- at least until they are guaranteed that the provisions they care about will get another vote.","O-House O-Republicans O-also O-are O-reluctant B-TO-to O-par X-##e O-down O-the O-1 X-, X-87 X-##8 X-- X-page O-measure O-- X-- O-at O-least O-until O-they O-are O-guaranteed O-that O-the O-provisions O-they O-care O-about O-will O-get O-another O-vote O-."
". . don't want it all to just die,"" said House GOP leader Robert Michel (R., Ill.).","O-. O-. O-do O-n X-' X-t O-want O-it O-all B-TO-to O-just O-die O-, X-"" O-said O-House O-GO X-##P O-leader O-Robert O-Michel O-( O-R X-. O-, O-Il X-##l X-. O-) O-."
The House didn't move quickly enough to meet the Gramm-Rudman deadline for passing legislation to bring the projected fiscal 1990 deficit below the $110 billion target.,O-The O-House O-did O-n X-' X-t O-move O-quickly O-enough B-TO-to O-meet O-the O-Gram X-##m X-- X-R X-##ud X-##man O-deadline O-for O-passing O-legislation B-TO-to O-bring O-the O-projected O-fiscal O-1990 O-deficit O-below O-the O-$ O-110 O-billion O-target O-.
"If removed from the budget legislation, the extraneous provisions in the House bill -- including ones to cut capital-gains taxes, provide new aid for child care and repeal the catastrophic-illness insurance program -- could be reintroduced as separate bills.","O-If O-removed O-from O-the O-budget O-legislation O-, O-the O-extra X-##ne X-##ous O-provisions O-in O-the O-House O-bill O-- X-- O-including O-ones B-TO-to O-cut O-capital X-- X-gains O-taxes O-, O-provide O-new O-aid O-for O-child O-care O-and O-repeal O-the O-catastrophic X-- X-illness O-insurance O-program O-- X-- O-could O-be O-re X-##int X-##roduced O-as O-separate O-bills O-."
"""What we're trying to explore now is how to protect these other issues,"" said House Budget Committee Chairman Leon Panetta (D., Calif.).","O-"" O-What O-we O-' X-re O-trying B-TO-to O-explore O-now O-is O-how B-TO-to O-protect O-these O-other O-issues O-, X-"" O-said O-House O-Budget O-Committee O-Chairman O-Leon O-Pan X-##etta O-( O-D X-. O-, O-Cal X-##if X-. O-) O-."
"""We're not going to suddenly abandon them.""","O-"" O-We O-' X-re O-not O-going B-TO-to O-suddenly O-abandon O-them O-. O-"""
"Foley and Michel had agreed to streamline the deficit-reduction bill before the House even took it up, but Mr. Darman and White House Chief of Staff John Sununu had torpedoed that plan in order to press their fight for a cut in capital-gains taxes.","O-Foley O-and O-Michel O-had O-agreed B-TO-to O-stream X-##line O-the O-deficit X-- X-reduction O-bill O-before O-the O-House O-even O-took O-it O-up O-, O-but O-Mr X-. O-Dar X-##man O-and O-White O-House O-Chief O-of O-Staff O-John O-Sun X-##un X-##u O-had O-torpedo X-##ed O-that O-plan O-in O-order B-TO-to O-press O-their O-fight O-for O-a O-cut O-in O-capital X-- X-gains O-taxes O-."
Congressional leaders rejected suggestions that their attempts to speed the deficit-reduction bill had anything to do with Friday's stock market decline.,O-Congressional O-leaders O-rejected O-suggestions O-that O-their O-attempts B-TO-to O-speed O-the O-deficit X-- X-reduction O-bill O-had O-anything B-TO-to O-do O-with O-Friday O-' X-s O-stock O-market O-decline O-.
"Those cuts, known as a ""sequester"" in budget jargon, became permanent yesterday, although Congress could cancel or rescind them whenever it wants to.","O-Those O-cuts O-, O-known O-as O-a O-"" O-se X-##quest X-##er O-"" O-in O-budget O-jar X-##gon O-, O-became O-permanent O-yesterday O-, O-although O-Congress O-could O-cancel O-or O-re X-##s X-##cin X-##d O-them O-whenever O-it O-wants B-TO-to O-."
"The Gramm-Rudman penalty won't be taken seriously if agencies merely ""figure out how to juggle the accounts, trusting that Congress is going to restore all the money a little bit later,"" he said.","O-The O-Gram X-##m X-- X-R X-##ud X-##man O-penalty O-w X-##o O-n X-' X-t O-be O-taken O-seriously O-if O-agencies O-merely O-"" O-figure O-out O-how B-TO-to O-j X-##ug X-##gle O-the O-accounts O-, O-trusting O-that O-Congress O-is O-going B-TO-to O-restore O-all O-the O-money O-a O-little O-bit O-later O-, X-"" O-he O-said O-."
Congressional Democrats were quick to disagree.,O-Congressional O-Democrats O-were O-quick B-TO-to O-disagree O-.
"To quicken the pain that the spending cuts are intended to inflict, Mr. Darman said the OMB is making the cuts from each individual program, project or activity in the budget.","B-TO-To O-quick X-##en O-the O-pain O-that O-the O-spending O-cuts O-are O-intended B-TO-to O-in X-##f X-##lic X-##t O-, O-Mr X-. O-Dar X-##man O-said O-the O-O X-##MB O-is O-making O-the O-cuts O-from O-each O-individual O-program O-, O-project O-or O-activity O-in O-the O-budget O-."
"Mr. Darman said the new approach will give agencies ""less ability to shift from one area to another .","O-Mr X-. O-Dar X-##man O-said O-the O-new O-approach O-will O-give O-agencies O-"" O-less O-ability B-TO-to O-shift O-from O-one O-area O-to O-another O-."
". . to fudge over things.""","O-. O-. B-TO-to O-f X-##udge O-over O-things O-. O-"""
"First to suffer from the spending cuts will be programs that spend most of their money on personnel, Mr. Darman said.","O-First B-TO-to O-suffer O-from O-the O-spending O-cuts O-will O-be O-programs O-that O-spend O-most O-of O-their O-money O-on O-personnel O-, O-Mr X-. O-Dar X-##man O-said O-."
"Mr. Darman also said yesterday that although the administration isn't any longer pushing to include a cut in capital-gains taxes as part of the 1990 budget legislation, the odds are 8-to-5 in favor of winning approval for capital gains taxes this year.","O-Mr X-. O-Dar X-##man O-also O-said O-yesterday O-that O-although O-the O-administration O-is O-n X-' X-t O-any O-longer O-pushing B-TO-to O-include O-a O-cut O-in O-capital X-- X-gains O-taxes O-as O-part O-of O-the O-1990 O-budget O-legislation O-, O-the O-odds O-are O-8 X-- X-to X-- X-5 O-in O-favor O-of O-winning O-approval O-for O-capital O-gains O-taxes O-this O-year O-."
"Christie's and Sotheby's, the two major New York houses, are about to offer a large number of impressionist and modern paintings at estimates unheard of even five years ago.","O-Christie O-' X-s O-and O-So X-##the X-##by O-' X-s O-, O-the O-two O-major O-New O-York O-houses O-, O-are O-about B-TO-to O-offer O-a O-large O-number O-of O-impression X-##ist O-and O-modern O-paintings O-at O-estimates O-un X-##hea X-##rd O-of O-even O-five O-years O-ago O-."
"As art dealer Richard Feigen sees it, ""There is unlimited money trying to absorb itself in art.""","O-As O-art O-dealer O-Richard O-Fe X-##ige X-##n O-sees O-it O-, O-"" O-There O-is O-unlimited O-money O-trying B-TO-to O-absorb O-itself O-in O-art O-. O-"""
More than $600 million of impressionist and modern paintings are about to hit the New York auction block -- far outstripping May's four-day $400 million bonanza.,O-More O-than O-$ O-600 O-million O-of O-impression X-##ist O-and O-modern O-paintings O-are O-about B-TO-to O-hit O-the O-New O-York O-auction O-block O-- X-- O-far O-outs X-##tri X-##pping O-May O-' X-s O-four X-- X-day O-$ O-400 O-million O-b X-##ona X-##nza O-.
"""Au Lapin Agile"" is a 1905 Rose Period Picasso being billed as ""the most important 20th-century picture ever to come up for auction.""","O-"" O-Au O-La X-##pin O-A X-##gi X-##le O-"" O-is O-a O-1905 O-Rose O-Period O-Picasso O-being O-billed O-as O-"" O-the O-most O-important O-20th X-- X-century O-picture O-ever B-TO-to O-come O-up O-for O-auction O-. O-"""
"Sotheby's also weighs in with the John T. Dorrance Jr. collection of impressionists at an estimated $100 million-plus (to be offered tomorrow) and a juicy assortment of paintings from other sources, more than 35 of which are expected to sell in November for at least $1 million each.","O-So X-##the X-##by O-' X-s O-also O-weighs O-in O-with O-the O-John O-T X-. O-Do X-##rra X-##nce O-Jr X-. O-collection O-of O-impression X-##ists O-at O-an O-estimated O-$ O-100 O-million X-- X-plus O-( B-TO-to O-be O-offered O-tomorrow O-) O-and O-a O-j X-##ui X-##cy O-ass X-##ort X-##ment O-of O-paintings O-from O-other O-sources O-, O-more O-than O-35 O-of O-which O-are O-expected B-TO-to O-sell O-in O-November O-for O-at O-least O-$ O-1 O-million O-each O-."
"""A strong art market is bringing out paintings I never expected to see on the market,"" says David Nash, director of Sotheby's Fine Arts Division.","O-"" O-A O-strong O-art O-market O-is O-bringing O-out O-paintings O-I O-never O-expected B-TO-to O-see O-on O-the O-market O-, X-"" O-says O-David O-Nash O-, O-director O-of O-So X-##the X-##by O-' X-s O-Fine O-Arts O-Division O-."
Some museum directors never expected to see them there either.,O-Some O-museum O-directors O-never O-expected B-TO-to O-see O-them O-there O-either O-.
"And given the seductive prices held out by the auction houses, the urge to sell can -- and apparently has -- become irresistible.","O-And O-given O-the O-seductive O-prices O-held O-out O-by O-the O-auction O-houses O-, O-the O-urge B-TO-to O-sell O-can O-- X-- O-and O-apparently O-has O-- X-- O-become O-i X-##rre X-##sist X-##ible O-."
"Of the current group of paintings, it's hard to say which, in the days before tax reform, might have been donated instead of sold.","O-Of O-the O-current O-group O-of O-paintings O-, O-it O-' X-s O-hard B-TO-to O-say O-which O-, O-in O-the O-days O-before O-tax O-reform O-, O-might O-have O-been O-donated O-instead O-of O-sold O-."
"""The next 10 years are going to be a wasteland for American museums.""","O-"" O-The O-next O-10 O-years O-are O-going B-TO-to O-be O-a O-waste X-##land O-for O-American O-museums O-. O-"""
"At last, however, the warmup is done and the action is about to begin.","O-At O-last O-, O-however O-, O-the O-warm X-##up O-is O-done O-and O-the O-action O-is O-about B-TO-to O-begin O-."
"The weak dollar makes our market a playground for foreign bidders, and our sorry balance of trade has given them plenty of dollars to play with.","O-The O-weak O-dollar O-makes O-our O-market O-a O-playground O-for O-foreign O-bid X-##ders O-, O-and O-our O-sorry O-balance O-of O-trade O-has O-given O-them O-plenty O-of O-dollars B-TO-to O-play O-with O-."
"""They are willing to pay almost anything.""","O-"" O-They O-are O-willing B-TO-to O-pay O-almost O-anything O-. O-"""
But at least the auction process illustrates so beautifully that everybody else wanted to have it too.,O-But O-at O-least O-the O-auction O-process O-illustrate X-##s O-so O-beautifully O-that O-everybody O-else O-wanted B-TO-to O-have O-it O-too O-.
